,HT,Score,AT,attendance,referee,HomeGoals,AwayGoals,match_report_link,Home_Poss,Away_Poss,Home_PA,Away_PA,Home_ShoT,Away_ShoT,Home_Saves,Away_Saves,HomeFouls,HomeCorners,HomeCrosses,HomeTouches,HomeTackles,HomeInterceptions,HomeAerials,HomeClearances,HomeOffsides,HomeGoalKicks,HomeThrowIns,HomeLongBalls,AwayFouls,AwayCorners,AwayCrosses,AwayTouches,AwayTackles,AwayInterceptions,AwayAerials,AwayClearances,AwayOffsides,AwayGoalKicks,AwayThrowIns,AwayLongBalls
301,Flamengo,0–0,Vasco da Gama,"24,813",Ricardo Marques Ribeiro,0,0,"https://fbref.com/en/matches/82feddc9/Classico-dos-Milhoes-Flamengo-Vasco-da-Gama-October-28-2017-Serie-A"">Match Report",57%,43%,81%,74%,29%,0%,%,100%,16,5,20,641,17,15,22,16,2,5,26,43,12,2,12,519,17,18,15,17,1,13,21,65
302,Atl Paranaense,0–0,Chapecoense,"9,774",Jailson Macêdo Freitas,0,0,"https://fbref.com/en/matches/6be0820e/Atletico-Paranaense-Chapecoense-October-28-2017-Serie-A"">Match Report",63%,38%,87%,79%,27%,33%,0%,100%,6,6,29,792,3,11,16,9,5,7,30,81,20,4,10,523,10,9,16,36,0,12,12,82
303,Atlético Mineiro,0–0,Botafogo (RJ),"17,086",Sandro Ricci,0,0,"https://fbref.com/en/matches/eebafa21/Atletico-Mineiro-Botafogo-RJ-October-29-2017-Serie-A"">Match Report",60%,40%,85%,77%,7%,11%,100%,100%,21,8,26,673,10,11,12,29,2,8,24,58,16,3,22,515,21,16,12,32,0,9,25,63
304,Fluminense,1–1,Bahia,"12,841",Wilton Sampaio,1,1,"https://fbref.com/en/matches/3c7f3ca9/Fluminense-Bahia-October-29-2017-Serie-A"">Match Report",68%,32%,87%,73%,45%,17%,0%,80%,19,2,32,775,22,13,15,12,1,6,31,45,17,4,17,510,16,8,27,63,1,8,18,57
305,Ponte Preta,1–0,Corinthians,"13,121",Marcelo Aparecido Ribeiro De Souza,1,0,"https://fbref.com/en/matches/8ffe90ad/Ponte-Preta-Corinthians-October-29-2017-Serie-A"">Match Report",32%,68%,71%,85%,25%,44%,100%,50%,19,3,16,448,14,18,16,25,3,8,19,51,12,8,24,756,5,8,24,22,1,6,37,60
306,Vitória,1–1,Atl Goianiense,"10,615",Luiz Flavio De Oliveira,1,1,"https://fbref.com/en/matches/709219ad/Vitoria-Atletico-Goianiense-October-29-2017-Serie-A"">Match Report",60%,40%,86%,71%,53%,29%,50%,87%,19,16,49,711,14,17,20,19,0,4,22,64,18,2,9,553,21,15,18,35,1,12,27,69
307,Sport Recife,3–4,Coritiba,"8,856",Leandro Pedro Vuaden,3,4,"https://fbref.com/en/matches/5708473e/Sport-Recife-Coritiba-October-29-2017-Serie-A"">Match Report",58%,42%,79%,73%,48%,73%,63%,60%,21,11,41,593,19,12,32,21,1,5,23,36,21,7,15,492,19,18,29,41,2,11,11,58
308,Avaí,2–2,Grêmio,"9,880",Dewson Fernando Freitas da Silva,2,2,"https://fbref.com/en/matches/eb307e29/Avai-Gremio-October-29-2017-Serie-A"">Match Report",53%,47%,83%,83%,33%,50%,50%,71%,13,10,38,692,20,22,18,14,0,4,26,50,19,4,15,658,16,15,14,37,1,10,21,55
309,Palmeiras,2–2,Cruzeiro,"37,961",Heber Roberto Lopes,2,2,"https://fbref.com/en/matches/cf462547/Palmeiras-Cruzeiro-October-30-2017-Serie-A"">Match Report",63%,37%,85%,73%,42%,100%,75%,80%,9,15,47,852,18,13,16,15,0,4,40,37,9,2,7,600,20,19,16,54,4,11,23,69
310,Santos,3–1,Atlético Mineiro,"11,418",Wilton Sampaio,3,1,"https://fbref.com/en/matches/5ce831d6/Santos-Atletico-Mineiro-November-4-2017-Serie-A"">Match Report",50%,50%,87%,85%,33%,29%,100%,40%,12,10,26,651,23,18,17,25,3,5,16,43,18,7,20,633,15,13,11,21,4,12,20,51
311,Botafogo (RJ),1–2,Fluminense,"11,776",Luiz Flavio De Oliveira,1,2,"https://fbref.com/en/matches/69448bac/Botafogo-RJ-Fluminense-November-4-2017-Serie-A"">Match Report",42%,58%,79%,85%,50%,18%,0%,66%,16,1,16,526,13,14,13,35,0,12,11,51,16,5,26,670,10,14,9,11,1,7,19,56
312,Atl Goianiense,0–1,São Paulo,"17,697",Braulio da Silva Machado,0,1,"https://fbref.com/en/matches/735dcbdb/Atletico-Goianiense-Sao-Paulo-November-4-2017-Serie-A"">Match Report",40%,60%,86%,90%,17%,17%,50%,100%,17,2,26,562,14,9,7,16,2,7,19,47,9,4,10,794,17,14,10,25,0,7,17,36
313,Coritiba,4–0,Avaí,"19,121",Marcelo de Lima Henrique,4,0,"https://fbref.com/en/matches/0f3b1b83/Coritiba-Avai-November-4-2017-Serie-A"">Match Report",48%,52%,80%,82%,47%,29%,100%,42%,15,3,9,606,30,22,11,35,2,8,20,67,6,6,22,638,15,21,21,10,2,6,33,41
314,Grêmio,3–1,Flamengo,"18,199",Raphael Claus,3,1,"https://fbref.com/en/matches/fdc43caa/Gremio-Flamengo-November-5-2017-Serie-A"">Match Report",59%,41%,86%,81%,55%,22%,50%,50%,12,2,14,849,14,19,21,12,0,7,25,55,14,3,11,633,25,17,21,26,0,7,15,63
315,Corinthians,3–2,Palmeiras,"46,090",Anderson Daronco,3,2,"https://fbref.com/en/matches/aa3d7f76/Corinthians-Palmeiras-November-5-2017-Serie-A"">Match Report",39%,61%,73%,79%,62%,13%,0%,62%,21,6,16,454,22,24,30,39,2,22,13,59,11,7,27,599,14,11,18,21,1,5,34,39
316,Cruzeiro,1–0,Atl Paranaense,"8,157",Marcelo Aparecido Ribeiro De Souza,1,0,"https://fbref.com/en/matches/13ebde5f/Cruzeiro-Atletico-Paranaense-November-5-2017-Serie-A"">Match Report",48%,52%,86%,89%,27%,33%,66%,75%,9,4,23,652,19,13,16,18,2,8,20,47,13,5,21,701,9,8,12,12,1,12,21,64
317,Bahia,2–0,Ponte Preta,"20,539",Wagner do Nascimento Magalhaes,2,0,"https://fbref.com/en/matches/29af180d/Bahia-Ponte-Preta-November-5-2017-Serie-A"">Match Report",51%,49%,80%,76%,35%,0%,%,66%,16,7,15,613,15,18,24,44,0,9,16,71,18,7,28,585,20,14,6,15,1,9,36,49
318,Vasco da Gama,1–1,Vitória,"15,811",Heber Roberto Lopes,1,1,"https://fbref.com/en/matches/b177635a/Vasco-da-Gama-Vitoria-November-5-2017-Serie-A"">Match Report",40%,60%,75%,82%,67%,38%,83%,50%,17,1,7,522,4,19,14,44,1,8,20,56,23,3,28,662,11,11,24,7,2,2,27,66
319,Chapecoense,1–1,Sport Recife,"10,654",Ricardo Marques Ribeiro,1,1,"https://fbref.com/en/matches/07177f26/Chapecoense-Sport-Recife-November-5-2017-Serie-A"">Match Report",42%,58%,76%,81%,56%,43%,66%,80%,21,0,7,469,12,12,7,20,1,8,21,62,16,2,10,575,15,7,16,6,3,7,25,65
320,Avaí,1–2,Bahia,"4,412",Pericles Bassols Pegado Cortez,1,2,"https://fbref.com/en/matches/46eb6c57/Avai-Bahia-November-8-2017-Serie-A"">Match Report",45%,55%,75%,82%,24%,60%,50%,80%,18,10,27,575,23,14,20,25,4,3,20,50,25,3,19,648,12,10,12,39,0,7,23,52
321,Ponte Preta,0–1,Grêmio,"6,226",Sandro Ricci,0,1,"https://fbref.com/en/matches/7659ad7b/Ponte-Preta-Gremio-November-8-2017-Serie-A"">Match Report",41%,59%,83%,87%,40%,25%,50%,87%,19,9,24,538,14,7,21,13,0,12,19,54,14,3,13,700,24,7,14,27,0,8,10,57
322,Sport Recife,1–2,Botafogo (RJ),"24,119",Wilton Sampaio,1,2,"https://fbref.com/en/matches/3bf1f637/Sport-Recife-Botafogo-RJ-November-8-2017-Serie-A"">Match Report",63%,37%,85%,72%,31%,50%,33%,40%,13,9,44,816,14,12,27,6,0,2,43,46,20,0,5,564,27,17,16,53,1,12,20,72
323,Atl Paranaense,0–1,Corinthians,"18,062",Wagner do Nascimento Magalhaes,0,1,"https://fbref.com/en/matches/3e842673/Atletico-Paranaense-Corinthians-November-8-2017-Serie-A"">Match Report",62%,38%,85%,79%,13%,43%,66%,50%,11,9,31,733,8,6,22,15,0,6,30,90,11,2,14,531,16,11,28,50,0,11,16,53
324,Vitória,3–1,Palmeiras,"14,803",Dewson Fernando Freitas da Silva,3,1,"https://fbref.com/en/matches/2cf4d124/Vitoria-Palmeiras-November-8-2017-Serie-A"">Match Report",26%,74%,65%,87%,63%,25%,100%,20%,20,3,14,432,21,24,23,41,1,10,16,73,10,4,33,837,16,10,15,15,3,5,25,40
325,Santos,1–2,Vasco da Gama,"7,841",Rafael Traci,1,2,"https://fbref.com/en/matches/ffc1103a/Santos-Vasco-da-Gama-November-8-2017-Serie-A"">Match Report",57%,43%,80%,82%,38%,30%,66%,66%,14,6,16,657,18,16,12,20,2,16,28,64,14,6,17,554,16,16,19,22,3,6,24,29
326,Flamengo,2–0,Cruzeiro,"7,111",Leandro Bizzio Marinho,2,0,"https://fbref.com/en/matches/1f5c149b/Flamengo-Cruzeiro-November-8-2017-Serie-A"">Match Report",51%,49%,85%,84%,31%,25%,100%,60%,17,6,31,670,20,18,18,16,2,8,25,50,10,2,13,651,11,10,10,21,1,12,24,38
327,Atlético Mineiro,3–2,Atl Goianiense,"8,204",Rodolpho Toski Marques,3,2,"https://fbref.com/en/matches/1ec38aef/Atletico-Mineiro-Atletico-Goianiense-November-9-2017-Serie-A"">Match Report",54%,46%,84%,82%,42%,25%,33%,40%,19,8,26,680,17,12,16,9,0,8,20,66,13,2,18,635,9,24,13,19,3,10,23,45
328,São Paulo,2–2,Chapecoense,"35,037",Marcelo de Lima Henrique,2,2,"https://fbref.com/en/matches/80881696/Sao-Paulo-Chapecoense-November-9-2017-Serie-A"">Match Report",69%,32%,89%,80%,29%,33%,0%,60%,8,13,41,812,15,11,9,11,0,7,33,30,14,3,13,496,22,14,10,48,1,7,23,48
329,Fluminense,2–2,Coritiba,"10,908",Ricardo Marques Ribeiro,2,2,"https://fbref.com/en/matches/ec220f51/Fluminense-Coritiba-November-9-2017-Serie-A"">Match Report",61%,39%,85%,75%,15%,40%,66%,50%,11,7,30,616,9,16,14,28,2,7,10,38,20,10,20,473,18,19,20,46,0,6,14,42
330,Botafogo (RJ),0–1,Atl Paranaense,"8,399",Anderson Daronco,0,1,"https://fbref.com/en/matches/a8212082/Botafogo-RJ-Atletico-Paranaense-November-11-2017-Serie-A"">Match Report",57%,43%,85%,81%,29%,50%,66%,100%,13,5,33,798,12,12,12,8,1,4,30,53,14,2,8,664,10,10,17,33,3,10,15,72
331,Corinthians,1–0,Avaí,"42,732",Dewson Fernando Freitas da Silva,1,0,"https://fbref.com/en/matches/40b140c2/Corinthians-Avai-November-11-2017-Serie-A"">Match Report",66%,34%,88%,78%,29%,29%,100%,80%,15,7,32,828,14,13,13,20,0,10,25,53,12,6,18,520,11,19,14,27,2,9,19,45
332,Palmeiras,2–0,Flamengo,"27,831",Braulio da Silva Machado,2,0,"https://fbref.com/en/matches/67f606b9/Palmeiras-Flamengo-November-12-2017-Serie-A"">Match Report",46%,54%,78%,84%,50%,9%,100%,60%,12,4,15,572,17,11,19,38,0,10,16,75,18,5,30,654,18,12,20,24,6,5,32,52
333,Grêmio,1–1,Vitória,"14,021",Marcelo Aparecido Ribeiro De Souza,1,1,"https://fbref.com/en/matches/6f41bcd3/Gremio-Vitoria-November-12-2017-Serie-A"">Match Report",71%,29%,86%,64%,31%,25%,50%,80%,14,8,23,789,18,10,12,14,2,6,15,55,16,2,8,409,7,16,13,22,1,16,19,73
334,Atl Goianiense,2–0,Sport Recife,"1,107",Luiz Flavio De Oliveira,2,0,"https://fbref.com/en/matches/7e8729af/Atletico-Goianiense-Sport-Recife-November-12-2017-Serie-A"">Match Report",42%,59%,75%,87%,60%,25%,100%,33%,20,2,12,573,21,14,11,29,1,7,27,59,15,9,41,758,15,22,19,16,1,5,31,40
335,Vasco da Gama,1–1,São Paulo,"17,447",Leandro Pedro Vuaden,1,1,"https://fbref.com/en/matches/98a9f958/Vasco-da-Gama-Sao-Paulo-November-12-2017-Serie-A"">Match Report",51%,49%,84%,82%,12%,14%,0%,100%,15,5,29,579,17,10,16,9,2,5,22,37,15,3,11,579,20,9,21,29,2,18,18,54
336,Bahia,2–2,Atlético Mineiro,"29,769",Raphael Claus,2,2,"https://fbref.com/en/matches/b025a445/Bahia-Atletico-Mineiro-November-12-2017-Serie-A"">Match Report",56%,44%,85%,78%,25%,55%,66%,60%,12,8,31,653,15,16,10,11,0,5,22,40,13,2,9,566,26,10,10,31,1,15,20,60
337,Coritiba,1–1,Ponte Preta,"19,719",Elmo Alves Resende Cunha,1,1,"https://fbref.com/en/matches/351235d6/Coritiba-Ponte-Preta-November-12-2017-Serie-A"">Match Report",60%,40%,73%,62%,33%,21%,66%,66%,17,5,28,632,18,13,26,32,3,11,26,78,15,10,20,484,14,17,29,37,1,13,28,72
338,Cruzeiro,3–1,Fluminense,"8,644",André Luiz de Freitas Castro,3,1,"https://fbref.com/en/matches/4586840b/Cruzeiro-Fluminense-November-12-2017-Serie-A"">Match Report",56%,44%,89%,87%,47%,42%,80%,62%,13,8,30,729,14,14,8,17,1,8,18,43,8,5,16,644,16,15,14,43,1,4,20,40
339,Chapecoense,2–0,Santos,"11,301",Jailson Macêdo Freitas,2,0,"https://fbref.com/en/matches/0a624161/Chapecoense-Santos-November-13-2017-Serie-A"">Match Report",44%,56%,78%,88%,42%,33%,100%,60%,10,4,16,552,27,12,18,20,1,10,24,56,16,6,19,671,15,10,14,14,3,8,34,56
340,Ponte Preta,2–1,Atl Paranaense,"5,997",Wilton Sampaio,2,1,"https://fbref.com/en/matches/20cd733c/Ponte-Preta-Atletico-Paranaense-November-15-2017-Serie-A"">Match Report",40%,60%,73%,78%,63%,60%,33%,60%,12,5,20,512,11,19,35,30,1,13,27,65,10,6,19,678,11,14,26,33,1,6,24,93
341,Cruzeiro,2–2,Avaí,"9,259",Leandro Pedro Vuaden,2,2,"https://fbref.com/en/matches/6cd50753/Cruzeiro-Avai-November-15-2017-Serie-A"">Match Report",62%,38%,91%,79%,35%,33%,33%,75%,10,8,43,826,18,18,14,9,1,7,22,36,9,1,8,599,21,19,13,40,1,10,15,58
342,Grêmio,1–0,São Paulo,"20,542",Rodolpho Toski Marques,1,0,"https://fbref.com/en/matches/ef32f7d6/Gremio-Sao-Paulo-November-15-2017-Serie-A"">Match Report",39%,61%,84%,88%,38%,40%,100%,100%,16,7,15,616,23,16,10,31,3,5,12,46,12,3,17,850,14,15,22,19,1,6,15,39
343,Corinthians,3–1,Fluminense,"45,775",Braulio da Silva Machado,3,1,"https://fbref.com/en/matches/6660b1a4/Corinthians-Fluminense-November-15-2017-Serie-A"">Match Report",63%,37%,86%,81%,31%,27%,66%,25%,12,3,28,698,8,11,20,15,0,11,26,39,26,8,19,478,20,16,12,40,1,11,17,44
344,Vasco da Gama,1–1,Atlético Mineiro,"12,059",Flavio Rodrigues De Souza,1,1,"https://fbref.com/en/matches/128ea2fe/Vasco-da-Gama-Atletico-Mineiro-November-15-2017-Serie-A"">Match Report",55%,46%,84%,81%,35%,42%,80%,85%,12,14,36,657,17,15,15,14,3,5,18,48,16,4,12,586,19,15,20,34,7,10,14,62
345,Chapecoense,2–1,Vitória,"7,546",Anderson Daronco,2,1,"https://fbref.com/en/matches/802ba959/Chapecoense-Vitoria-November-16-2017-Serie-A"">Match Report",51%,49%,73%,72%,38%,38%,66%,33%,17,4,15,529,7,6,25,36,2,5,31,58,18,1,12,513,13,23,27,28,1,6,29,69
346,Botafogo (RJ),1–2,Atl Goianiense,"10,076",Claudio Francisco Lima e Silva,1,2,"https://fbref.com/en/matches/537db0ea/Botafogo-RJ-Atletico-Goianiense-November-16-2017-Serie-A"">Match Report",65%,35%,83%,69%,16%,38%,60%,66%,12,8,43,758,17,19,31,16,1,6,21,67,17,5,14,517,23,20,19,39,3,15,27,55
347,Palmeiras,5–1,Sport Recife,"18,744",Rafael Traci,5,1,"https://fbref.com/en/matches/feb44dd0/Palmeiras-Sport-Recife-November-16-2017-Serie-A"">Match Report",58%,43%,82%,79%,31%,44%,85%,0%,7,5,18,696,20,16,12,24,0,6,21,49,15,8,24,559,19,30,18,18,8,7,19,52
348,Bahia,3–1,Santos,"22,896",Sandro Ricci,3,1,"https://fbref.com/en/matches/2fb6035b/Bahia-Santos-November-16-2017-Serie-A"">Match Report",41%,59%,83%,86%,44%,58%,85%,50%,17,3,16,550,27,19,4,23,1,4,12,38,16,11,28,708,19,8,9,20,1,5,24,36
349,Coritiba,1–0,Flamengo,"14,821",Raphael Claus,1,0,"https://fbref.com/en/matches/a3740ebc/Coritiba-Flamengo-November-16-2017-Serie-A"">Match Report",32%,68%,70%,86%,20%,31%,100%,0%,20,4,12,412,21,8,17,40,0,12,19,49,12,3,32,684,13,8,22,16,1,6,25,43
350,Sport Recife,1–0,Bahia,"5,556",Wagner do Nascimento Magalhaes,1,0,"https://fbref.com/en/matches/6b7f34ae/Sport-Recife-Bahia-November-19-2017-Serie-A"">Match Report",46%,54%,75%,78%,40%,25%,100%,83%,21,8,24,555,23,18,24,15,0,10,19,59,16,3,14,618,12,11,15,21,1,11,21,63
351,Vitória,1–1,Cruzeiro,"13,095",Luiz Flavio De Oliveira,1,1,"https://fbref.com/en/matches/67f75611/Vitoria-Cruzeiro-November-19-2017-Serie-A"">Match Report",33%,67%,66%,84%,27%,16%,66%,66%,20,3,12,452,8,16,17,28,2,16,17,76,7,7,28,771,20,12,19,18,0,9,12,47
352,São Paulo,0–0,Botafogo (RJ),"25,711",Wilton Sampaio,0,0,"https://fbref.com/en/matches/392e10f0/Sao-Paulo-Botafogo-RJ-November-19-2017-Serie-A"">Match Report",64%,36%,84%,74%,22%,36%,100%,100%,13,4,18,814,16,12,25,24,0,10,38,53,17,5,24,544,27,25,12,20,1,10,22,62
353,Flamengo,3–0,Corinthians,"13,491",Wagner Reway,3,0,"https://fbref.com/en/matches/659307ae/Flamengo-Corinthians-November-19-2017-Serie-A"">Match Report",49%,51%,87%,83%,38%,43%,83%,50%,20,6,16,592,18,12,6,20,3,9,11,61,16,8,19,612,8,10,17,15,0,8,22,41
354,Atl Goianiense,1–1,Chapecoense,"2,280",Dewson Fernando Freitas da Silva,1,1,"https://fbref.com/en/matches/4c8146b1/Atletico-Goianiense-Chapecoense-November-19-2017-Serie-A"">Match Report",60%,40%,85%,79%,33%,33%,80%,75%,12,4,31,719,15,14,18,13,1,7,30,45,23,5,16,531,12,21,22,27,2,12,18,71
355,Atl Paranaense,3–1,Vasco da Gama,"9,252",Leandro Bizzio Marinho,3,1,"https://fbref.com/en/matches/b2f0155c/Atletico-Paranaense-Vasco-da-Gama-November-19-2017-Serie-A"">Match Report",42%,58%,81%,84%,32%,31%,100%,50%,8,7,28,558,9,17,17,29,1,8,22,64,8,5,18,707,14,24,22,25,0,15,23,59
356,Atlético Mineiro,3–0,Coritiba,"8,184",Sandro Ricci,3,0,"https://fbref.com/en/matches/fc19a4aa/Atletico-Mineiro-Coritiba-November-19-2017-Serie-A"">Match Report",49%,52%,81%,86%,60%,27%,100%,50%,10,5,16,576,16,14,11,25,1,8,25,54,15,11,30,597,14,16,4,18,0,6,21,47
357,Santos,1–0,Grêmio,"4,206",Pericles Bassols Pegado Cortez,1,0,"https://fbref.com/en/matches/2c6017eb/Santos-Gremio-November-19-2017-Serie-A"">Match Report",42%,58%,83%,87%,64%,17%,100%,85%,22,5,16,571,16,10,15,30,3,6,9,51,14,5,22,752,14,13,12,15,2,7,19,61
358,Fluminense,2–0,Ponte Preta,"19,686",Anderson Daronco,2,0,"https://fbref.com/en/matches/60c342ba/Fluminense-Ponte-Preta-November-20-2017-Serie-A"">Match Report",69%,32%,88%,74%,56%,38%,100%,70%,16,9,32,711,9,8,16,22,5,7,18,63,15,0,11,416,12,11,23,39,0,6,21,57
359,Avaí,2–1,Palmeiras,"11,082",Ricardo Marques Ribeiro,2,1,"https://fbref.com/en/matches/9f509ccf/Avai-Palmeiras-November-20-2017-Serie-A"">Match Report",29%,71%,75%,90%,44%,38%,87%,50%,9,2,7,447,12,20,11,23,6,13,9,59,10,3,23,854,9,8,14,11,1,7,20,49
360,Fluminense,1–2,Sport Recife,"12,819",Dewson Fernando Freitas da Silva,1,2,"https://fbref.com/en/matches/02a795e7/Fluminense-Sport-Recife-November-25-2017-Serie-A"">Match Report",54%,46%,84%,81%,42%,38%,75%,80%,9,4,16,655,18,16,9,20,2,6,22,63,19,6,22,569,13,15,19,11,0,6,26,49
361,Coritiba,1–2,São Paulo,"32,739",Anderson Daronco,1,2,"https://fbref.com/en/matches/90654c7f/Coritiba-Sao-Paulo-November-26-2017-Serie-A"">Match Report",37%,63%,79%,87%,58%,40%,50%,85%,16,4,26,447,19,19,9,17,0,6,14,54,12,8,15,677,11,13,18,29,1,7,31,47
362,Cruzeiro,0–1,Vasco da Gama,"14,930",Raphael Claus,0,1,"https://fbref.com/en/matches/11a305f8/Cruzeiro-Vasco-da-Gama-November-26-2017-Serie-A"">Match Report",67%,33%,89%,75%,32%,44%,50%,71%,16,11,42,767,15,9,11,10,2,5,24,32,20,3,5,492,16,18,19,46,1,14,14,57
363,Ponte Preta,2–3,Vitória,"12,862",Ricardo Marques Ribeiro,2,3,"https://fbref.com/en/matches/bc453812/Ponte-Preta-Vitoria-November-26-2017-Serie-A"">Match Report",33%,68%,64%,81%,78%,42%,60%,71%,11,3,17,388,14,14,19,45,0,6,12,57,19,10,21,603,11,7,27,14,3,4,21,53
364,Corinthians,2–2,Atlético Mineiro,"46,030",Wagner do Nascimento Magalhaes,2,2,"https://fbref.com/en/matches/e654749f/Corinthians-Atletico-Mineiro-November-26-2017-Serie-A"">Match Report",57%,43%,88%,81%,26%,33%,33%,60%,15,7,25,681,17,17,10,19,0,9,15,41,10,7,10,555,13,19,6,21,4,11,25,36
365,Avaí,1–0,Atl Paranaense,"13,394",Wilton Sampaio,1,0,"https://fbref.com/en/matches/a63b7862/Avai-Atletico-Paranaense-November-26-2017-Serie-A"">Match Report",37%,63%,75%,82%,38%,14%,100%,80%,19,5,16,478,14,17,23,38,2,11,19,47,15,10,27,652,13,5,22,18,0,5,30,60
366,Grêmio,1–1,Atl Goianiense,"6,783",Bruno Arleu de Araujo,1,1,"https://fbref.com/en/matches/e3b8c8ba/Gremio-Atletico-Goianiense-November-26-2017-Serie-A"">Match Report",51%,50%,86%,82%,40%,14%,50%,75%,13,4,18,726,21,27,27,20,1,9,17,65,16,7,17,692,19,13,13,14,0,6,27,45
367,Bahia,0–1,Chapecoense,"35,437",Pericles Bassols Pegado Cortez,0,1,"https://fbref.com/en/matches/dff1d2fb/Bahia-Chapecoense-November-26-2017-Serie-A"">Match Report",62%,39%,84%,74%,21%,44%,75%,100%,16,9,36,643,19,11,17,15,1,2,16,45,21,5,11,481,16,15,11,34,1,10,23,46
368,Flamengo,1–2,Santos,"15,456",Braulio da Silva Machado,1,2,"https://fbref.com/en/matches/58e4aeec/Flamengo-Santos-November-26-2017-Serie-A"">Match Report",58%,43%,85%,84%,33%,67%,0%,88%,14,7,39,716,25,17,17,9,0,1,25,35,17,1,7,620,10,15,19,41,0,18,23,73
369,Palmeiras,2–0,Botafogo (RJ),"23,562",Elmo Alves Resende Cunha,2,0,"https://fbref.com/en/matches/b33d1397/Palmeiras-Botafogo-RJ-November-27-2017-Serie-A"">Match Report",63%,37%,83%,73%,55%,29%,100%,66%,19,8,20,717,15,16,26,18,0,9,19,60,17,4,13,497,13,20,16,24,1,4,20,52
370,Vitória,1–2,Flamengo,"29,008",Dewson Fernando Freitas da Silva,1,2,"https://fbref.com/en/matches/180c6f08/Vitoria-Flamengo-December-3-2017-Serie-A"">Match Report",44%,56%,79%,85%,22%,25%,33%,75%,15,4,20,529,12,9,20,12,1,8,20,63,13,2,19,642,19,7,20,35,2,12,17,52
371,Sport Recife,1–0,Corinthians,"29,977",Ricardo Marques Ribeiro,1,0,"https://fbref.com/en/matches/e74a1597/Sport-Recife-Corinthians-December-3-2017-Serie-A"">Match Report",48%,53%,78%,81%,44%,50%,100%,75%,19,10,29,622,20,11,24,7,6,6,31,58,18,0,9,682,17,12,23,27,1,9,19,74
372,Vasco da Gama,2–1,Ponte Preta,"22,076",Rafael Traci,2,1,"https://fbref.com/en/matches/3decaeaf/Vasco-da-Gama-Ponte-Preta-December-3-2017-Serie-A"">Match Report",50%,50%,75%,77%,57%,10%,0%,75%,18,5,14,521,13,18,20,29,2,8,26,59,16,4,18,519,16,9,18,31,0,5,26,40
373,Santos,1–1,Avaí,"7,639",Wagner do Nascimento Magalhaes,1,1,"https://fbref.com/en/matches/b275b424/Santos-Avai-December-3-2017-Serie-A"">Match Report",56%,44%,90%,84%,25%,29%,75%,80%,17,3,16,769,18,16,10,27,3,9,19,42,11,7,27,625,17,23,4,18,0,16,12,46
374,Atl Paranaense,3–0,Palmeiras,"12,879",Claudio Francisco Lima e Silva,3,0,"https://fbref.com/en/matches/5131f795/Atletico-Paranaense-Palmeiras-December-3-2017-Serie-A"">Match Report",35%,65%,80%,92%,60%,6%,100%,50%,16,6,9,490,11,14,4,19,2,16,12,57,14,6,33,788,12,11,8,14,1,3,16,45
375,Atlético Mineiro,4–3,Grêmio,"19,116",Marcelo Aparecido Ribeiro De Souza,4,3,"https://fbref.com/en/matches/e25bb77d/Atletico-Mineiro-Gremio-December-3-2017-Serie-A"">Match Report",63%,37%,83%,73%,41%,56%,40%,44%,17,7,26,693,17,12,18,6,4,5,28,49,20,2,7,488,11,28,16,34,1,13,17,69
376,São Paulo,1–1,Bahia,"60,485",Elmo Alves Resende Cunha,1,1,"https://fbref.com/en/matches/d6761bbc/Sao-Paulo-Bahia-December-3-2017-Serie-A"">Match Report",60%,41%,84%,73%,23%,33%,66%,66%,19,8,22,604,17,7,7,6,1,5,19,48,29,0,9,460,17,14,4,14,2,6,17,60
377,Botafogo (RJ),2–2,Cruzeiro,"20,636",Leandro Bizzio Marinho,2,2,"https://fbref.com/en/matches/29c43a7f/Botafogo-RJ-Cruzeiro-December-3-2017-Serie-A"">Match Report",44%,56%,80%,82%,50%,25%,0%,57%,13,4,20,528,16,20,28,13,3,7,12,47,28,5,14,583,8,12,12,20,1,13,18,51
378,Chapecoense,2–1,Coritiba,"12,913",Luiz Flavio De Oliveira,2,1,"https://fbref.com/en/matches/a84f44b6/Chapecoense-Coritiba-December-3-2017-Serie-A"">Match Report",48%,52%,77%,80%,57%,31%,75%,75%,18,12,30,488,11,10,11,12,0,7,22,57,11,6,19,548,17,16,12,29,4,7,19,58
379,Atl Goianiense,1–1,Fluminense,"2,996",Anderson Daronco,1,1,"https://fbref.com/en/matches/341d4663/Atletico-Goianiense-Fluminense-December-3-2017-Serie-A"">Match Report",38%,62%,78%,90%,36%,53%,77%,75%,16,4,19,458,14,14,17,39,2,7,6,37,18,13,37,650,12,11,9,23,1,8,17,35
380,Cruzeiro,0–1,Grêmio,"19,285",Rodolpho Toski Marques,0,1,"https://fbref.com/en/matches/20cc2647/Cruzeiro-Gremio-April-14-2018-Serie-A"">Match Report",41%,59%,82%,86%,17%,33%,50%,100%,20,7,21,587,19,15,12,10,0,3,13,42,15,4,11,835,10,7,21,26,3,5,12,70
381,Vitória,2–2,Flamengo,"12,669",Wagner Reway,2,2,"https://fbref.com/en/matches/40419a88/Vitoria-Flamengo-April-14-2018-Serie-A"">Match Report",66%,34%,89%,72%,29%,50%,60%,50%,24,4,30,729,8,15,15,14,2,5,18,48,10,5,11,463,15,9,14,27,2,11,19,67
